Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,68,1,28.0,0,1-2 Year,Yes,59517.0,60.0,63,0
Male,24,1,2.0,0,< 1 Year,Yes,27203.0,152.0,53,0
Female,37,1,23.0,1,1-2 Year,No,36448.0,152.0,45,0
Female,23,1,4.0,1,< 1 Year,No,2630.0,152.0,246,0
Female,20,1,36.0,1,< 1 Year,No,2630.0,160.0,265,0
Female,47,1,28.0,1,1-2 Year,No,43799.0,26.0,266,0
Male,49,1,28.0,0,1-2 Year,Yes,63567.0,26.0,200,1
Female,26,1,39.0,1,< 1 Year,No,2630.0,152.0,268,0
Female,25,1,21.0,1,< 1 Year,No,27206.0,152.0,232,0
Female,37,1,28.0,0,1-2 Year,Yes,2630.0,125.0,111,1
Female,25,1,45.0,1,< 1 Year,No,29261.0,152.0,95,0
Female,27,1,3.0,1,< 1 Year,No,25834.0,152.0,255,0
Male,51,1,28.0,0,1-2 Year,Yes,50137.0,124.0,89,0
Male,41,1,8.0,1,1-2 Year,No,50350.0,7.0,295,0
Female,55,1,28.0,0,1-2 Year,Yes,37695.0,157.0,17,0
Female,37,1,28.0,0,1-2 Year,No,2630.0,7.0,226,0
Female,28,1,21.0,1,< 1 Year,No,32986.0,152.0,267,0
Male,27,1,28.0,1,< 1 Year,No,2630.0,1.0,119,0
Male,22,1,18.0,1,< 1 Year,No,2630.0,157.0,222,0
Female,20,1,36.0,1,< 1 Year,No,39031.0,160.0,32,0
Male,71,1,28.0,0,1-2 Year,Yes,51575.0,26.0,32,0
Male,23,1,45.0,0,1-2 Year,Yes,31296.0,124.0,150,0
Female,23,1,2.0,1,< 1 Year,No,42013.0,152.0,178,0
Male,25,1,41.0,1,< 1 Year,No,33828.0,152.0,263,0
Female,24,1,37.0,1,< 1 Year,No,25534.0,152.0,164,0
Female,65,1,50.0,0,1-2 Year,Yes,33996.0,8.0,164,0
Male,77,1,28.0,0,> 2 Years,Yes,60419.0,26.0,96,1
Female,20,1,5.0,0,< 1 Year,Yes,25840.0,157.0,191,0
Female,24,1,43.0,1,< 1 Year,No,30076.0,152.0,286,0
Female,23,1,5.0,1,< 1 Year,No,30461.0,152.0,147,0
Female,79,1,28.0,0,1-2 Year,Yes,2630.0,157.0,275,0
Male,25,1,41.0,0,< 1 Year,Yes,37606.0,152.0,269,0
Male,31,1,49.0,0,< 1 Year,Yes,33652.0,152.0,54,0
Male,62,1,31.0,1,1-2 Year,No,2630.0,152.0,243,0
Male,34,1,3.0,0,1-2 Year,Yes,20451.0,160.0,179,0
Female,41,1,28.0,0,1-2 Year,Yes,35375.0,154.0,161,0
Female,29,1,38.0,1,1-2 Year,No,2630.0,124.0,53,0
Male,51,1,50.0,0,1-2 Year,Yes,20660.0,24.0,80,1
Female,22,1,28.0,0,< 1 Year,Yes,45125.0,152.0,98,0
Female,64,1,28.0,0,1-2 Year,Yes,2630.0,26.0,221,1
Male,54,1,1.0,0,1-2 Year,Yes,2630.0,26.0,176,0
Male,63,1,48.0,0,1-2 Year,Yes,2630.0,26.0,290,0
Female,41,1,0.0,0,1-2 Year,Yes,2630.0,122.0,109,0
Male,45,1,38.0,1,1-2 Year,No,33159.0,124.0,288,0
Male,47,1,34.0,0,1-2 Year,Yes,29966.0,124.0,79,0
Male,46,1,28.0,0,1-2 Year,Yes,2630.0,124.0,202,1
Female,46,1,28.0,0,1-2 Year,Yes,27783.0,26.0,160,1
Male,44,1,28.0,0,1-2 Year,Yes,40846.0,124.0,191,0
Male,32,1,36.0,1,< 1 Year,No,39683.0,152.0,285,0
Female,41,1,39.0,0,1-2 Year,Yes,2630.0,122.0,244,1
Female,20,1,46.0,0,< 1 Year,Yes,23611.0,160.0,157,0
Male,23,1,3.0,1,< 1 Year,No,26831.0,152.0,282,0
Female,24,1,11.0,1,< 1 Year,No,32701.0,152.0,72,0
Female,24,1,36.0,1,< 1 Year,No,31714.0,152.0,13,0
Female,60,1,28.0,0,1-2 Year,Yes,50884.0,26.0,72,0
Female,26,1,18.0,1,< 1 Year,No,26085.0,152.0,158,0
Male,42,1,36.0,1,1-2 Year,No,31358.0,152.0,298,0
Female,36,1,28.0,0,1-2 Year,Yes,45133.0,55.0,101,0
Male,56,1,13.0,1,1-2 Year,No,34749.0,26.0,223,0
Female,43,1,31.0,1,1-2 Year,No,2630.0,26.0,259,0
Female,78,1,28.0,0,1-2 Year,Yes,49252.0,122.0,76,0
Female,40,1,11.0,1,1-2 Year,No,23539.0,124.0,294,0
Female,27,1,50.0,0,< 1 Year,Yes,37683.0,152.0,43,0
Male,24,1,15.0,0,< 1 Year,Yes,26883.0,152.0,115,0
Male,28,1,7.0,1,< 1 Year,No,34375.0,152.0,118,0
Female,23,1,46.0,1,< 1 Year,No,28229.0,160.0,272,0
Female,23,1,6.0,1,< 1 Year,No,25107.0,152.0,228,0
Female,50,1,20.0,1,1-2 Year,Yes,2630.0,124.0,200,0
Female,70,1,15.0,0,1-2 Year,Yes,21977.0,160.0,95,0
Male,30,1,2.0,0,< 1 Year,No,28037.0,152.0,218,0
Male,46,1,28.0,0,1-2 Year,Yes,43414.0,25.0,60,0
Female,28,1,46.0,1,< 1 Year,No,59901.0,152.0,62,0
Male,28,1,28.0,1,< 1 Year,No,41414.0,152.0,257,0
Male,43,1,28.0,0,1-2 Year,Yes,38884.0,124.0,111,1
Male,24,1,41.0,1,< 1 Year,No,32809.0,152.0,216,0
Male,66,1,28.0,1,1-2 Year,No,60646.0,26.0,65,0
Female,45,1,8.0,0,1-2 Year,Yes,33206.0,152.0,167,0
Male,40,1,8.0,1,1-2 Year,No,49706.0,26.0,47,0
Male,37,1,3.0,0,1-2 Year,Yes,18963.0,124.0,171,0
Male,65,1,24.0,0,1-2 Year,Yes,2630.0,124.0,280,0
Male,72,1,45.0,0,1-2 Year,Yes,33034.0,26.0,283,1
Male,42,1,49.0,1,1-2 Year,No,22716.0,124.0,249,0
Female,43,1,28.0,1,1-2 Year,No,52620.0,124.0,161,0
Male,41,1,17.0,0,1-2 Year,Yes,2630.0,124.0,107,0
Male,24,1,41.0,1,< 1 Year,No,24431.0,152.0,228,0
Male,42,1,28.0,0,1-2 Year,Yes,40831.0,29.0,262,1
Female,21,1,46.0,1,< 1 Year,No,20054.0,152.0,284,0
Female,24,1,10.0,1,< 1 Year,No,20419.0,152.0,132,0
Male,69,1,50.0,0,> 2 Years,Yes,40501.0,65.0,73,0
Female,30,1,46.0,1,1-2 Year,Yes,23334.0,124.0,31,0
Male,67,1,28.0,0,1-2 Year,Yes,25394.0,124.0,212,0
Male,24,1,28.0,0,< 1 Year,Yes,60512.0,152.0,283,0
Female,48,1,28.0,0,1-2 Year,Yes,40814.0,26.0,198,1
Female,22,1,47.0,0,< 1 Year,No,36262.0,152.0,19,0
Female,25,1,6.0,1,< 1 Year,No,28689.0,152.0,199,0
Male,41,1,50.0,1,1-2 Year,No,41868.0,18.0,272,0
Male,34,1,18.0,0,1-2 Year,Yes,27265.0,124.0,86,0
Male,47,1,46.0,0,1-2 Year,Yes,40369.0,11.0,87,1
Male,23,1,10.0,1,< 1 Year,No,15649.0,152.0,299,0
Female,21,1,6.0,1,< 1 Year,No,25112.0,152.0,160,0
Male,24,1,2.0,0,< 1 Year,No,19236.0,152.0,215,0
Male,25,1,8.0,0,< 1 Year,Yes,26402.0,152.0,246,1
Male,37,1,28.0,1,1-2 Year,No,34437.0,120.0,151,0
Male,23,1,45.0,1,< 1 Year,No,40652.0,152.0,289,0
Male,70,1,40.0,1,1-2 Year,No,34297.0,26.0,143,0
Male,40,1,28.0,0,1-2 Year,Yes,37867.0,124.0,148,1
Female,31,1,28.0,0,1-2 Year,Yes,43512.0,124.0,178,0
Female,38,1,35.0,0,1-2 Year,Yes,2630.0,26.0,26,1
Female,61,1,4.0,1,1-2 Year,Yes,30604.0,124.0,149,0
Female,23,1,15.0,1,< 1 Year,No,25517.0,152.0,32,0
Male,46,1,7.0,0,1-2 Year,No,33231.0,124.0,136,0
Male,21,1,22.0,0,< 1 Year,Yes,2630.0,160.0,235,0
Male,61,1,28.0,0,1-2 Year,No,2630.0,157.0,223,1
Male,66,1,46.0,1,1-2 Year,No,28796.0,26.0,174,0
Male,31,1,46.0,1,< 1 Year,No,37997.0,152.0,249,0
Female,23,1,30.0,1,< 1 Year,No,24847.0,26.0,246,0
Male,23,1,18.0,0,< 1 Year,Yes,34442.0,160.0,37,0
Female,32,1,21.0,0,< 1 Year,Yes,28611.0,154.0,34,0
Male,21,1,37.0,0,< 1 Year,Yes,41811.0,124.0,177,1
Male,22,1,28.0,1,< 1 Year,No,45148.0,152.0,191,0
Female,78,1,26.0,1,1-2 Year,No,36930.0,22.0,203,0
Male,69,1,46.0,0,1-2 Year,Yes,2630.0,26.0,87,0
Male,44,1,28.0,1,1-2 Year,No,26654.0,124.0,91,0
Female,59,1,13.0,1,1-2 Year,No,2630.0,124.0,196,0
Male,22,1,33.0,1,< 1 Year,No,46310.0,152.0,77,0
Male,21,1,15.0,1,< 1 Year,No,25004.0,152.0,295,0
Male,48,1,41.0,1,1-2 Year,No,36703.0,136.0,112,0
Male,26,1,30.0,1,< 1 Year,No,27944.0,152.0,261,0
Male,37,1,50.0,0,1-2 Year,Yes,2630.0,30.0,228,0
Male,42,1,28.0,0,1-2 Year,Yes,44464.0,124.0,94,0
Male,44,1,45.0,0,1-2 Year,Yes,40418.0,124.0,107,1
Female,28,1,20.0,0,< 1 Year,No,2630.0,152.0,120,0
Female,47,1,46.0,1,1-2 Year,No,26707.0,124.0,154,0
Female,62,1,39.0,1,1-2 Year,No,32520.0,26.0,195,0
Male,25,1,47.0,0,< 1 Year,Yes,27836.0,152.0,293,0
Male,22,1,30.0,0,< 1 Year,Yes,22663.0,152.0,135,0
Male,44,1,28.0,1,1-2 Year,No,32158.0,124.0,294,0
Male,21,1,49.0,1,< 1 Year,No,16626.0,152.0,244,0
Male,25,1,30.0,1,< 1 Year,Yes,35249.0,157.0,126,0
Male,22,1,46.0,0,< 1 Year,No,2630.0,152.0,193,0
Male,62,1,28.0,0,1-2 Year,Yes,40450.0,124.0,269,1
Female,76,1,11.0,0,1-2 Year,Yes,17622.0,124.0,235,0
Female,21,1,46.0,1,< 1 Year,No,24871.0,160.0,103,0
Female,34,1,8.0,0,1-2 Year,Yes,26322.0,124.0,130,1
Female,44,1,28.0,0,1-2 Year,Yes,62267.0,26.0,28,0
Female,27,1,37.0,0,< 1 Year,Yes,36721.0,151.0,25,0
Male,23,1,25.0,1,< 1 Year,No,32663.0,151.0,16,0
Female,76,1,41.0,0,1-2 Year,Yes,66658.0,124.0,31,0
Female,65,1,8.0,1,1-2 Year,No,38965.0,26.0,270,0
Female,28,1,18.0,1,< 1 Year,No,17499.0,152.0,50,0
Female,32,1,8.0,1,< 1 Year,No,29926.0,151.0,239,0
Female,32,1,28.0,0,1-2 Year,Yes,44954.0,26.0,53,0
Male,23,1,36.0,1,< 1 Year,No,33284.0,152.0,217,0
Female,22,1,30.0,1,< 1 Year,No,31081.0,152.0,297,0
Female,43,1,7.0,0,1-2 Year,No,2630.0,157.0,213,0
Female,24,1,47.0,1,< 1 Year,No,22104.0,160.0,277,0
Male,26,1,11.0,1,< 1 Year,No,29855.0,152.0,10,0
Female,23,1,37.0,0,< 1 Year,Yes,56016.0,152.0,171,0
Male,47,1,14.0,0,1-2 Year,Yes,31861.0,26.0,81,0
Female,26,1,25.0,0,< 1 Year,No,25296.0,152.0,254,0
Male,21,1,17.0,1,< 1 Year,No,2630.0,160.0,52,0
Male,63,0,27.0,0,1-2 Year,Yes,2630.0,124.0,90,0
Female,27,1,29.0,1,< 1 Year,No,23427.0,152.0,127,0
Male,50,1,28.0,1,1-2 Year,No,34885.0,124.0,135,0
Male,39,1,29.0,1,1-2 Year,No,33249.0,26.0,260,0
Male,28,1,30.0,1,< 1 Year,No,28706.0,152.0,217,0
Male,31,1,24.0,0,< 1 Year,Yes,17484.0,163.0,53,0
Female,69,1,41.0,1,1-2 Year,No,61451.0,26.0,262,0
Female,41,1,28.0,0,1-2 Year,No,40343.0,61.0,203,0
Male,47,1,28.0,0,1-2 Year,Yes,2630.0,124.0,259,0
Female,22,1,24.0,1,< 1 Year,Yes,26291.0,152.0,110,0
Male,41,1,28.0,0,< 1 Year,No,2630.0,1.0,64,0
Male,24,1,46.0,1,< 1 Year,No,26225.0,152.0,284,0
Female,42,1,41.0,1,1-2 Year,No,25701.0,124.0,212,0
Female,22,1,41.0,1,< 1 Year,No,39820.0,160.0,153,0
Female,63,1,16.0,1,1-2 Year,No,28925.0,152.0,140,0
Male,55,1,28.0,0,> 2 Years,Yes,27273.0,124.0,151,0
Male,23,1,28.0,0,< 1 Year,Yes,34297.0,152.0,72,0
Female,25,1,6.0,0,< 1 Year,Yes,2630.0,152.0,246,0
Female,23,1,15.0,1,< 1 Year,No,54395.0,152.0,290,0
Female,30,1,10.0,1,< 1 Year,No,25734.0,152.0,179,0
Male,21,1,28.0,0,< 1 Year,Yes,62848.0,154.0,213,1
Female,37,1,28.0,0,1-2 Year,Yes,26902.0,157.0,75,1
Male,28,1,30.0,1,1-2 Year,No,23229.0,156.0,45,0
Female,61,1,28.0,0,1-2 Year,Yes,2630.0,124.0,10,0
Male,35,1,11.0,1,1-2 Year,No,33991.0,157.0,202,0
Male,26,1,26.0,0,< 1 Year,Yes,43220.0,160.0,83,0
Female,38,1,28.0,0,1-2 Year,Yes,23448.0,29.0,28,1
Male,32,1,7.0,0,1-2 Year,Yes,27995.0,154.0,49,0
Male,77,1,28.0,1,1-2 Year,No,25426.0,23.0,40,0
Female,70,1,28.0,0,1-2 Year,Yes,32561.0,124.0,33,0
Female,53,1,38.0,1,1-2 Year,No,2630.0,124.0,257,0
Male,23,1,6.0,1,< 1 Year,No,22696.0,152.0,88,0
Male,46,1,8.0,1,1-2 Year,No,30305.0,19.0,229,0
Male,53,1,28.0,0,> 2 Years,Yes,44746.0,124.0,187,0
Female,49,1,28.0,0,1-2 Year,Yes,59174.0,26.0,272,1
Male,31,1,28.0,1,< 1 Year,No,78878.0,152.0,95,0
Male,46,1,28.0,1,1-2 Year,No,29015.0,26.0,34,0
Female,23,1,8.0,1,< 1 Year,No,28350.0,160.0,292,0
Male,46,1,47.0,0,1-2 Year,Yes,37335.0,124.0,189,0
Female,66,1,28.0,0,> 2 Years,Yes,58733.0,122.0,174,0
Female,24,1,15.0,1,< 1 Year,No,35255.0,152.0,187,0
Male,44,1,28.0,0,1-2 Year,Yes,68181.0,26.0,220,0
Female,27,1,28.0,0,< 1 Year,Yes,33409.0,26.0,273,0
Female,29,1,28.0,0,< 1 Year,Yes,36833.0,61.0,162,0
Male,66,1,28.0,1,1-2 Year,No,35574.0,26.0,199,0
Male,49,1,17.0,0,1-2 Year,Yes,2630.0,156.0,76,0
Male,38,1,28.0,0,1-2 Year,No,28751.0,150.0,192,1
Female,49,1,28.0,0,1-2 Year,Yes,2630.0,156.0,247,0
Male,24,1,24.0,0,< 1 Year,Yes,35946.0,152.0,84,0
Male,54,1,28.0,0,1-2 Year,Yes,35219.0,124.0,290,0
Male,50,1,28.0,0,1-2 Year,Yes,40365.0,26.0,198,0
Male,53,1,41.0,1,1-2 Year,No,20349.0,136.0,146,0
Male,37,1,3.0,0,1-2 Year,No,2630.0,156.0,171,0
Female,21,1,15.0,0,< 1 Year,Yes,48654.0,152.0,172,0
Female,80,1,28.0,1,1-2 Year,No,22981.0,152.0,153,0
Male,54,1,16.0,0,1-2 Year,Yes,36712.0,26.0,270,0
Male,73,1,28.0,0,1-2 Year,Yes,73901.0,122.0,189,0
Male,23,1,28.0,0,< 1 Year,Yes,28988.0,152.0,12,0
Male,78,1,3.0,0,1-2 Year,Yes,29169.0,26.0,70,0
Male,23,1,28.0,0,< 1 Year,No,58104.0,153.0,27,0
Female,40,1,28.0,0,1-2 Year,Yes,34946.0,124.0,258,0
Male,23,1,35.0,1,< 1 Year,No,34017.0,152.0,217,0
Female,53,1,29.0,0,> 2 Years,Yes,33843.0,26.0,231,0
Female,22,1,10.0,1,< 1 Year,No,21636.0,152.0,11,0
Male,47,1,28.0,0,1-2 Year,Yes,48810.0,124.0,114,1
Male,31,1,30.0,0,< 1 Year,No,27278.0,152.0,111,0
Male,22,1,28.0,0,< 1 Year,Yes,52983.0,152.0,181,0
Male,48,1,46.0,0,1-2 Year,Yes,50701.0,124.0,86,0
Male,54,1,28.0,0,1-2 Year,Yes,28561.0,122.0,219,1
Male,29,1,36.0,0,< 1 Year,No,35615.0,152.0,165,0
Female,74,1,28.0,1,1-2 Year,No,29566.0,26.0,263,0
Female,39,1,28.0,0,1-2 Year,No,2630.0,55.0,210,0
Male,51,1,8.0,0,1-2 Year,Yes,21615.0,26.0,109,0
Female,32,1,28.0,0,1-2 Year,Yes,39094.0,154.0,194,0
Female,22,1,11.0,1,< 1 Year,No,21696.0,152.0,188,0
Male,43,1,28.0,0,> 2 Years,Yes,34896.0,26.0,121,0
Female,21,1,5.0,0,1-2 Year,Yes,25896.0,154.0,103,0
Female,22,1,30.0,0,< 1 Year,Yes,34383.0,152.0,30,1
Female,42,1,28.0,1,1-2 Year,No,44808.0,26.0,282,0
Male,49,1,28.0,1,1-2 Year,No,65202.0,124.0,122,0
Male,24,1,8.0,1,< 1 Year,No,44448.0,152.0,102,0
Female,53,1,4.0,0,1-2 Year,Yes,2630.0,124.0,44,0
Female,75,1,6.0,0,1-2 Year,Yes,33746.0,26.0,50,0
Male,25,1,29.0,0,< 1 Year,No,36870.0,152.0,15,0
Female,28,1,36.0,0,< 1 Year,Yes,2630.0,152.0,266,0
Male,35,1,21.0,1,1-2 Year,No,28826.0,152.0,253,0
Female,22,1,46.0,1,< 1 Year,No,25389.0,152.0,60,0
Female,21,1,45.0,0,1-2 Year,Yes,32638.0,26.0,176,1
Female,25,1,28.0,1,< 1 Year,No,40134.0,152.0,244,0
Male,60,1,39.0,0,1-2 Year,Yes,37995.0,26.0,239,0
Male,29,1,50.0,1,< 1 Year,No,2630.0,152.0,85,0
Female,33,1,20.0,0,1-2 Year,Yes,2630.0,124.0,228,1
Male,51,1,33.0,1,1-2 Year,No,2630.0,124.0,173,0
Female,24,1,28.0,0,< 1 Year,Yes,38323.0,26.0,59,0
Male,40,1,41.0,0,1-2 Year,Yes,30383.0,12.0,29,0
Male,59,1,8.0,0,1-2 Year,Yes,32905.0,124.0,134,0
Female,23,1,37.0,1,< 1 Year,No,37895.0,152.0,25,0
Female,28,1,28.0,1,1-2 Year,No,41520.0,125.0,107,0
Male,73,1,28.0,1,1-2 Year,No,30308.0,124.0,272,0
Female,48,1,33.0,0,1-2 Year,Yes,43829.0,26.0,105,0
Female,54,1,46.0,0,1-2 Year,Yes,32795.0,124.0,195,0
Female,27,1,28.0,0,< 1 Year,Yes,27249.0,152.0,68,0
Female,32,1,28.0,0,1-2 Year,Yes,37911.0,156.0,213,1
Female,80,1,28.0,0,1-2 Year,No,42397.0,26.0,134,0
Male,27,1,8.0,1,< 1 Year,No,46074.0,26.0,231,0
Male,57,1,28.0,0,1-2 Year,Yes,32857.0,26.0,132,0
Female,31,1,28.0,1,1-2 Year,No,44349.0,26.0,86,0
Male,77,1,8.0,0,1-2 Year,Yes,42250.0,7.0,135,0
Male,36,1,20.0,1,1-2 Year,No,2630.0,124.0,93,0
Female,21,1,46.0,1,< 1 Year,No,35107.0,160.0,240,0
Male,24,1,4.0,1,< 1 Year,No,25055.0,152.0,202,0
Female,38,1,30.0,1,1-2 Year,No,25635.0,26.0,112,0
Male,43,1,46.0,0,1-2 Year,Yes,25442.0,124.0,220,1
Male,44,1,28.0,0,1-2 Year,Yes,69665.0,26.0,78,1
Male,63,1,19.0,1,1-2 Year,Yes,26311.0,26.0,73,0
Male,24,1,7.0,0,< 1 Year,Yes,2630.0,152.0,62,0
Male,34,1,46.0,0,1-2 Year,Yes,23247.0,124.0,72,1
Female,52,1,28.0,0,1-2 Year,Yes,27510.0,124.0,10,0
Female,30,1,18.0,1,< 1 Year,No,2630.0,152.0,62,0
Male,57,1,28.0,0,1-2 Year,Yes,40224.0,124.0,31,0
Male,23,1,41.0,1,< 1 Year,No,37408.0,152.0,123,0
Male,42,1,28.0,0,1-2 Year,Yes,35365.0,124.0,249,0
Female,21,1,8.0,0,< 1 Year,Yes,38651.0,152.0,262,0
Female,37,1,3.0,1,1-2 Year,No,2630.0,160.0,23,0
Male,52,1,28.0,0,1-2 Year,Yes,30555.0,24.0,240,0
Female,75,1,38.0,0,1-2 Year,Yes,31908.0,124.0,207,0
Female,43,1,39.0,0,1-2 Year,Yes,35207.0,120.0,231,1
Female,59,1,41.0,0,1-2 Year,Yes,25287.0,26.0,98,0
Female,42,1,28.0,0,1-2 Year,Yes,34862.0,26.0,254,0
Male,26,1,37.0,0,< 1 Year,No,26033.0,152.0,17,0
Male,22,1,2.0,1,< 1 Year,No,35124.0,152.0,230,0
Male,41,1,28.0,0,1-2 Year,Yes,41342.0,26.0,267,1
Male,36,1,11.0,0,1-2 Year,Yes,36066.0,124.0,255,0
Female,27,1,28.0,1,< 1 Year,No,39187.0,152.0,250,0
Male,53,1,8.0,0,1-2 Year,Yes,53123.0,26.0,33,0
Female,27,1,35.0,1,< 1 Year,No,2630.0,152.0,220,0
Male,30,1,36.0,1,< 1 Year,No,26201.0,152.0,224,0
Female,59,1,28.0,1,1-2 Year,No,2630.0,156.0,47,0
Female,34,1,28.0,1,1-2 Year,No,50470.0,152.0,184,0
Female,24,1,8.0,0,< 1 Year,Yes,41338.0,152.0,23,0
Female,22,1,41.0,0,1-2 Year,Yes,2630.0,163.0,121,0
Male,56,1,28.0,0,1-2 Year,Yes,64740.0,122.0,58,1
Male,44,1,33.0,1,1-2 Year,No,70711.0,26.0,71,0
Male,39,1,30.0,1,1-2 Year,Yes,26764.0,163.0,185,0
Female,61,1,28.0,0,> 2 Years,Yes,40066.0,122.0,219,1
Male,62,1,28.0,1,1-2 Year,No,26070.0,124.0,67,0
Female,40,1,28.0,0,1-2 Year,Yes,42786.0,26.0,136,0
Male,44,1,50.0,1,1-2 Year,No,2630.0,26.0,166,0
Female,25,1,10.0,1,< 1 Year,No,27455.0,152.0,56,0
Male,47,1,8.0,0,1-2 Year,No,35721.0,124.0,38,0
Male,25,1,36.0,1,< 1 Year,No,2630.0,152.0,10,0
Female,43,1,33.0,0,1-2 Year,Yes,33979.0,124.0,120,1
Female,36,1,28.0,0,1-2 Year,No,28281.0,124.0,220,0
Male,37,1,28.0,1,1-2 Year,No,42197.0,152.0,21,0
Female,24,1,41.0,0,1-2 Year,Yes,37700.0,26.0,36,0
Female,23,1,6.0,1,< 1 Year,No,19578.0,152.0,104,0
Female,20,1,47.0,0,< 1 Year,No,20075.0,160.0,92,0
Female,22,1,33.0,1,< 1 Year,No,29544.0,152.0,224,0
Male,26,1,29.0,1,< 1 Year,No,29364.0,160.0,284,0
Male,23,1,13.0,1,< 1 Year,No,31922.0,152.0,143,0
Female,22,1,11.0,0,< 1 Year,Yes,35234.0,152.0,167,0
Female,25,1,14.0,1,< 1 Year,No,19163.0,152.0,114,0
Male,47,1,28.0,0,1-2 Year,Yes,32508.0,124.0,235,0
Male,51,1,30.0,1,1-2 Year,No,2630.0,152.0,271,0
Male,24,1,40.0,0,< 1 Year,Yes,39272.0,152.0,193,0
Female,27,1,6.0,1,< 1 Year,No,33565.0,152.0,116,0
Male,35,1,10.0,1,1-2 Year,No,30692.0,152.0,271,0
Female,51,1,41.0,0,1-2 Year,Yes,47506.0,26.0,18,1
Female,25,1,16.0,0,1-2 Year,Yes,2630.0,156.0,138,1
Male,23,1,46.0,1,< 1 Year,No,56012.0,152.0,82,0
Male,26,1,11.0,1,< 1 Year,No,31589.0,152.0,214,0
Male,69,1,28.0,1,1-2 Year,No,37762.0,13.0,29,0
Male,47,1,8.0,0,1-2 Year,Yes,33553.0,124.0,200,0
Male,69,1,28.0,0,1-2 Year,Yes,58079.0,122.0,26,0
Male,49,1,8.0,1,1-2 Year,No,45471.0,124.0,99,0
Male,54,1,28.0,0,1-2 Year,Yes,36139.0,124.0,240,0
Male,24,1,45.0,1,< 1 Year,No,29648.0,152.0,35,0
Male,37,1,28.0,0,1-2 Year,No,30567.0,23.0,263,0
Female,22,1,15.0,0,< 1 Year,Yes,2630.0,160.0,160,0
Female,24,1,18.0,1,< 1 Year,No,26201.0,152.0,182,0
Male,25,1,39.0,1,< 1 Year,No,32310.0,152.0,252,0
Female,26,1,33.0,1,< 1 Year,No,2630.0,152.0,31,0
Female,25,1,36.0,1,< 1 Year,No,36587.0,152.0,107,0
Male,22,1,28.0,1,1-2 Year,No,30256.0,122.0,239,0
Male,60,1,50.0,1,1-2 Year,No,25446.0,26.0,172,0
Male,47,1,28.0,0,1-2 Year,Yes,27256.0,124.0,72,0
Female,52,1,41.0,0,1-2 Year,No,35765.0,26.0,39,0
Male,25,1,28.0,1,< 1 Year,No,38964.0,152.0,144,0
Female,27,1,28.0,0,< 1 Year,Yes,2630.0,160.0,179,0
Female,22,1,10.0,1,< 1 Year,No,24671.0,152.0,55,0
Female,21,1,12.0,1,< 1 Year,No,29147.0,160.0,46,0
Male,32,1,14.0,1,< 1 Year,Yes,36055.0,124.0,280,0
Male,39,1,28.0,1,1-2 Year,Yes,42079.0,124.0,63,0
Female,24,1,15.0,0,< 1 Year,Yes,34339.0,151.0,162,0
Male,36,1,8.0,0,1-2 Year,Yes,32206.0,124.0,108,0
Male,60,1,19.0,1,1-2 Year,No,2630.0,157.0,145,0
Female,39,1,28.0,1,1-2 Year,No,35284.0,124.0,197,0
Male,23,1,14.0,1,< 1 Year,No,28457.0,152.0,217,0
Male,56,1,31.0,0,> 2 Years,Yes,2630.0,26.0,77,0
Male,41,1,28.0,0,> 2 Years,Yes,55281.0,26.0,43,0
Female,25,1,15.0,1,< 1 Year,No,40517.0,152.0,120,0
Male,27,1,13.0,1,< 1 Year,No,37713.0,152.0,19,0
Female,47,1,48.0,0,1-2 Year,Yes,2630.0,26.0,164,0
Male,55,1,28.0,1,1-2 Year,No,65788.0,26.0,134,0
Female,46,1,46.0,0,1-2 Year,Yes,36963.0,156.0,40,1
Male,48,1,6.0,1,1-2 Year,No,30308.0,124.0,200,0
Female,29,1,12.0,1,< 1 Year,No,2630.0,152.0,84,0
Male,51,1,28.0,1,1-2 Year,No,40778.0,26.0,215,0
Male,25,1,36.0,1,< 1 Year,No,37144.0,152.0,259,0
Male,39,1,0.0,0,1-2 Year,No,2630.0,26.0,105,0
Female,52,1,30.0,0,1-2 Year,Yes,37863.0,26.0,218,0
Male,50,1,28.0,0,1-2 Year,Yes,107966.0,26.0,192,1
Male,44,1,28.0,0,1-2 Year,Yes,2630.0,26.0,66,1
Male,37,1,11.0,1,1-2 Year,No,2630.0,26.0,170,0
Male,78,1,29.0,1,1-2 Year,No,42609.0,26.0,12,0
Male,26,1,30.0,1,< 1 Year,No,38549.0,152.0,111,0
Male,26,1,46.0,1,< 1 Year,No,23770.0,26.0,264,0
Male,50,1,28.0,0,1-2 Year,Yes,33265.0,13.0,169,0
Male,57,1,28.0,1,1-2 Year,No,52193.0,26.0,273,0
Male,69,1,28.0,1,1-2 Year,No,29621.0,26.0,144,0
Female,23,1,27.0,1,< 1 Year,No,25449.0,152.0,141,0
Female,26,1,27.0,0,< 1 Year,No,26174.0,152.0,194,0
Male,21,1,33.0,1,< 1 Year,No,61558.0,152.0,272,0
Female,46,1,31.0,0,1-2 Year,Yes,2630.0,124.0,280,1
Male,32,1,28.0,1,1-2 Year,No,34938.0,124.0,112,0
Female,76,1,28.0,0,> 2 Years,Yes,63413.0,26.0,101,0
